provider_identifier,hospital_name,address,city,state,zip_code,county,phone_number,payment_measure_name,payment_measure_identifier,payment_category_name,denominator,payment_actual,payment_estimate_lower,payment_estimate_higher,payment_footnote,value_of_care_name,value_of_care_identifier,value_category_name,value_footnote,start_date,end_date
250163,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,6017829997,Payment for heart failure patients,PAYM_30_HF,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
250152,MISSISSIPPI METHODIST REHAB CTR,1350 E WOODROW WILSON DR,JACKSON,MS,39216,HINDS,6019812611,Payment for pneumonia patients,PAYM_30_PN,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,5 - Results are not available for this reporting period.,2013-07-01,2016-06-30
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,MERIDIAN,MS,39301,LAUDERDALE,6014836211,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
250163,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,6017829997,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,GRENADA,6622277000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Number of Cases Too Small, , , , ,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,DESOTO,6629329000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,60,14526,12694,16535,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
251300,LACKEY MEMORIAL HOSPITAL,330 N BROAD STREET,FOREST,MS,39074,SCOTT,6014694151,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251300,LACKEY MEMORIAL HOSPITAL,330 N BROAD STREET,FOREST,MS,39074,SCOTT,6014694151,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,DESOTO,6629329000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,97,17084,15272,18894,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,GRENADA,6622277000,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,186,20902,19170,22619,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,DESOTO,6629329000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251302,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,400 S CHESTNUT STREET,ABERDEEN,MS,39730,MONROE,6623692455,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,66,20834,18371,23250,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
251302,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,400 S CHESTNUT STREET,ABERDEEN,MS,39730,MONROE,6623692455,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,CHARLESTON,MS,38921,TALLAHATCHIE,6626475535,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251303,STONE COUNTY HOSPITAL,1434 EAST CENTRAL AVENUE,WIGGINS,MS,39577,STONE,6019286600,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,76,18031,15766,20195,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251302,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,400 S CHESTNUT STREET,ABERDEEN,MS,39730,MONROE,6623692455,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251305,LAWRENCE COUNTY HOSPITAL CAH,1065 EAST BROAD ST,MONTICELLO,MS,39654,LAWRENCE,6015874051,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251306,PERRY COUNTY GENERAL HOSP,206 BAY ST,RICHTON,MS,39476,PERRY,6017886316,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,28,17553,14474,20619,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,606 NORTH JEFFERSON STREET,MACON,MS,39341,NOXUBEE,6627264231,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-04-01,2016-03-31
251305,LAWRENCE COUNTY HOSPITAL CAH,1065 EAST BROAD ST,MONTICELLO,MS,39654,LAWRENCE,6015874051,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,606 NORTH JEFFERSON STREET,MACON,MS,39341,NOXUBEE,6627264231,Payment for heart failure patients,PAYM_30_HF,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
251309,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,MS,39631,WILKINSON,6018900500,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251309,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,MS,39631,WILKINSON,6018900500,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,32,15605,13422,18248,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
251309,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,MS,39631,WILKINSON,6018900500,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251309,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,MS,39631,WILKINSON,6018900500,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,52,15053,12827,17202,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251308,PONTOTOC HEALTH SERVICE CAH,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,PONTOTOC,6624895510,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,409 TYLER HOLMES DRIVE,WINONA,MS,38967,MONTGOMERY,6622834114,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251308,PONTOTOC HEALTH SERVICE CAH,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,PONTOTOC,6624895510,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,62,16449,14302,18677,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251315,BAPTIST MEDICAL CENTER-LEAKE,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051,LEAKE,6012671422,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,163,14890,13550,16214,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
251314,QUITMAN COUNTY HOSPITAL CAH,340 GETWELL DRIVE,MARKS,MS,38646,QUITMAN,6623268031,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,5 - Results are not available for this reporting period.,2013-04-01,2016-03-31
251316,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,CLARKE,6017766925,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,7 - No cases met the criteria for this measure.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251313,BAPTIST MEDICAL CENTER YAZOO,823 GRAND AVENUE,YAZOO CITY,MS,39194,YAZOO,6627462261,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,61,16948,14824,19190,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
251313,BAPTIST MEDICAL CENTER YAZOO,823 GRAND AVENUE,YAZOO CITY,MS,39194,YAZOO,6627462261,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,103,18636,16652,20637,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251315,BAPTIST MEDICAL CENTER-LEAKE,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051,LEAKE,6012671422,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251319,HOLMES COUNTY HOSPITAL AND CLINICS,239 BOWLING GREEN ROAD,LEXINGTON,MS,39095,HOLMES,6628341321,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,RULEVILLE,MS,38771,SUNFLOWER,6627562711,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,66,19788,17459,22554,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,NA,2013-07-01,2016-06-30
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,RULEVILLE,MS,38771,SUNFLOWER,6627562711,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,RULEVILLE,MS,38771,SUNFLOWER,6627562711,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Number of Cases Too Small, , , , ,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251317,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HIGHWAY 149,MENDENHALL,MS,39114,SIMPSON,6018472221,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251317,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HIGHWAY 149,MENDENHALL,MS,39114,SIMPSON,6018472221,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251316,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,CLARKE,6017766925,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
251320,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,MS,39150,CLAIBORNE,6014375141,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,82,18899,16620,21030,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251320,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,MS,39150,CLAIBORNE,6014375141,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,34,17713,15116,20659,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
251323,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,SCOTT,6017326301,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,29,15698,13456,18338,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
251322,LAIRD HOSPITAL INC,25117 HIGHWAY 15,UNION,MS,39365,NESHOBA,6017748214,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
251327,HARDY WILSON MEMORIAL HOSPITAL CAH,233 MAGNOLIA STREET,HAZLEHURST,MS,39083,COPIAH,6018944541,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,26,18035,15380,21229,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
251325,COVINGTON COUNTY HOSPITAL CAH,701 SOUTH HOLLY AVENUE,COLLINS,MS,39428,COVINGTON,6017656711,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,70,16347,14173,18336,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
251326,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,1102 ROSE STREET,PRENTISS,MS,39474,JEFFERSON DAVIS,6017924276,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,SAINT LOUIS,3145696000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,265,23804,22122,25689,NA,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,NA,2013-07-01,2016-06-30
260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,SAINT LOUIS,3145696000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,822,16659,15897,17455,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Better mortality and average payment,NA,2013-07-01,2016-06-30
